		Raw.Average	Raw.Average	Raw.Average	Raw.Average	Raw.Average	Raw.STD	Raw.STD	Raw.STD	Raw.STD	Raw.STD	ISCorrectedIntensity.Average	ISCorrectedIntensity.Average	ISCorrectedIntensity.Average	ISCorrectedIntensity.Average	ISCorrectedIntensity.Average	BlankCorrectedIntensity.Average	BlankCorrectedIntensity.Average	BlankCorrectedIntensity.Average	BlankCorrectedIntensity.Average	BlankCorrectedIntensity.Average	ExtCal.Average	ExtCal.Average	ExtCal.Average	ExtCal.Average	ExtCal.Average	ExtCal.STD	ExtCal.STD	ExtCal.STD	ExtCal.STD	ExtCal.STD	ExtCal.RSE	ExtCal.RSE	ExtCal.RSE	ExtCal.RSE	ExtCal.RSE	ExtCal.LOD	ExtCal.LOD	ExtCal.LOD	ExtCal.LOD	ExtCal.LOD	ExtCal.BEC	ExtCal.BEC	ExtCal.BEC	ExtCal.BEC	ExtCal.BEC	ExtCal.CoefficientOfDetermination	ExtCal.CoefficientOfDetermination	ExtCal.CoefficientOfDetermination	ExtCal.CoefficientOfDetermination	ExtCal.CoefficientOfDetermination	ExtCal.CorrelationCoefficient	ExtCal.CorrelationCoefficient	ExtCal.CorrelationCoefficient	ExtCal.CorrelationCoefficient	ExtCal.CorrelationCoefficient	ExtCal.StandardConcentration	ExtCal.StandardConcentration	ExtCal.StandardConcentration	ExtCal.StandardConcentration	ExtCal.StandardConcentration	ExtCal.ParameterA	ExtCal.ParameterA	ExtCal.ParameterA	ExtCal.ParameterA	ExtCal.ParameterA	ExtCal.ParameterB	ExtCal.ParameterB	ExtCal.ParameterB	ExtCal.ParameterB	ExtCal.ParameterB	ExtCal.ParameterC	ExtCal.ParameterC	ExtCal.ParameterC	ExtCal.ParameterC	ExtCal.ParameterC	
8	STD5	75295.864100488849	42415.862291422818	40130.111540273552	68040.844264153013	47367.065844257886	123.25294652051434	68.688380870082369	60.06928865014406	122.30941954541039	29.220082788108609	76541.343737490984	43117.460933389557	40793.908379481756	69166.324213715488	48150.538778065922	74893.566058554614	42142.169376879079	39939.523525944911	67734.350293721582		4.9512380509516749	4.9471871989287761	4.940503621766883	5.2845447032178381	98.372867773257553	0.010522076292300309	0.0097321676306867735	0.0098450141237572033	0.012262198751813223	0.060684851112161944	11.881408059348635	12.588218200567711	11.058652398610951	9.4460948736511838	0	4.5100202838566085E-05	0.0019183612144653278	0.002251490530032145	0.0015470627499713447		0.10893511916737859	0.114492205193383	0.10568707612496933	0.11172071720235142	0	0.99982165331406081	0.9998457789948445	0.99980907627037841	0.99380825574460463	0	0.99991082268073328	0.99992288652417816	0.99990453357827036	0.99689932076644761	0	5	5	5	5		1647.7776789363702	975.29155651047472	854.38485353684359	1431.9739199939056	0	15126.230104036174	8518.4100949331787	8084.0996351018266	12817.442958231979	0	0	0	0	0	0	
9	STD10	151412.83917310598	85303.6459721112	80934.865302202685	137294.8273325784	47459.524741318055	148.38115529611326	154.47891442074013	152.0544434532579	244.68508023640391	44.22558668684411	153617.5933948727	86545.820196205	82113.42538479701	139294.077843909	48150.538778065922	151969.81571593633	85570.528639694516	81259.040531260165	137862.1039239151		10.046774025696317	10.045363827997971	10.051711903503357	10.755819579081756	98.56488825611514	0.018901366450267871	0.027852423155136766	0.028515268423969408	0.029212608875812996	0.09184858114826859	11.881408059348635	12.588218200567711	11.058652398610951	9.4460948736511838	0	4.5100202838566085E-05	0.0019183612144653278	0.002251490530032145	0.0015470627499713447		0.10893511916737859	0.114492205193383	0.10568707612496933	0.11172071720235142	0	0.99982165331406081	0.9998457789948445	0.99980907627037841	0.99380825574460463	0	0.99991082268073328	0.99992288652417816	0.99990453357827036	0.99689932076644761	0	10	10	10	10		1647.7776789363702	975.29155651047472	854.38485353684359	1431.9739199939056	0	15126.230104036174	8518.4100949331787	8084.0996351018266	12817.442958231979	0	0	0	0	0	0	
10	matrix blank	1762.4593782908098	993.03121732220609	929.463390870561	1595.1735757819872	47333.73600012235	34.002004326532514	23.931199561167436	17.800645707024103	25.770073759016974	152.03863897608142	1762.4864840872476	993.054625608103	929.48366609030916	1595.2080048400067	47333.73600012235	N/A	N/A	N/A	N/A		N/A	N/A	N/A	N/A	100	N/A	N/A	N/A	N/A	0.0032120565970151409																																														
11	A1	6257.5616528073042	3528.3424793471363	3339.6558702999773	5712.8667902425668	47778.06934849127	21.538613612548076	13.264507717028428	9.3652531883201942	12.100358333298882	40.282235363612017	6199.3626683527555	3495.5291080494585	3308.5942056425415	5659.7339422714713	47333.736000122342	4551.5849894163857	2520.237551538984	2454.2093521056981	4227.7600222775663		0.30090676646535169	0.2958577391147254	0.30358474819500231	0.32984426270157846	100.93872444036064	0.0012429989866491787	0.0015047889751396701	0.00085666998927342111	0.00061083508205196841	0.085102590153025376																																														
12	B1	6765.6852624284684	3803.8451764283586	3614.9835589975914	6185.3484229497335	47452.826986206266	1.7535994628864857	12.588262759642372	10.889003520071808	11.086940657154431	88.807455865916509	6748.7225792858717	3794.2932549663819	3605.9081926764356	6169.8343853467868	47333.736000122342	5100.9449003495019	2819.0016984559074	2751.5233391395923	4737.86046535288		0.33722512914757274	0.3309304984192617	0.34036237346608783	0.36964162671073159	100.25159853446519	0.00090397998752259523	0.00078302832886342148	0.00078782715013496236	0.00098092627573351156	0.18761978953873273																																														
13	C1	6039.0052521085627	3392.0403321284343	3234.9172540221566	5550.99134831243	47220.35678474	22.093816957581375	8.1328723110084713	4.0933487682785739	13.77182098992224	67.088751632930084	6053.5000140414058	3400.1822304553971	3242.686312641	5564.31902056543	47333.736000122342	4405.7223351050361	2424.8906739449226	2388.3014591041565	4132.3451005715242		0.29126373886970319	0.28466470232364932	0.29543196730702759	0.32240011631317872	99.760468484080661	0.0011828987927739645	0.00047521824807939011	0.00044957097500889268	0.00084597066601094391	0.14173559348656883																																														
14	D1	5635.1810876551754	3160.6553654777813	3007.4173336560634	5163.9778373527379	47063.974944297654	9.352228775127081	7.9520123846170856	4.0808992543393918	8.6177477641505984	23.733528307942514	5667.4826214424556	3178.7733329712019	3024.6562762845888	5193.5795008469095	47333.736000122342	4019.704942506085	2203.4817764607274	2170.271422747745	3761.6055808530041		0.26574400328826786	0.25867289223036777	0.26846173608799279	0.29347550779909032	99.430087124701075	0.00069785913226679788	0.0010366641447347004	0.00060581261961106011	0.0008254497933311355	0.050140830504205883																																														
15	E1	5658.2523006196861	3159.1263350476565	3025.4325948901405	5218.4107014976116	47225.0066849893	31.56950777187436	10.047649141349471	12.003226055651192	14.723809200140405	83.316626072422409	5671.3125744851386	3166.4101860064156	3032.3963781312605	5230.4456057348771	47333.736000122342	4023.5348955487689	2191.1186294959411	2178.0115245944171	3798.4716857409708		0.26599720273164151	0.25722154780963608	0.26941918369453433	0.29635175269505759	99.770292133431539	0.0025289219904452045	0.0015265118050344761	0.0012304975757547751	0.0016556070650319578	0.17601954357367852																																														
16	A2	5213.8477555163372	2916.1962954165069	2782.1857568128385	4799.5072794463049	42326.778925730723	13.753933593963337	13.713410467009979	14.226129685400659	18.286261793835287	146.1749452204281	5830.6883211635186	3261.1522091847978	3111.2974747749827	5367.270221725481	47333.736000122342	4182.9106422271479	2285.8606526743229	2256.9126212381393	3935.2963017315756		0.27653358526596861	0.26834357904815737	0.27917921885059888	0.30702662883349435	89.422011661241626	0.0023108363332491988	0.00047830405783117912	0.0013941109255237204	0.0013985209514376777	0.30881767967188517																																														
17	B2	6989.7579470284718	3895.9877260121525	3735.4466795962203	6443.5043102833324	42198.80506328278	33.990237459330451	12.438282009620947	20.1802623337754	27.995812673210281	186.37371962482959	7840.2938847662272	4370.0847295896519	4189.9954812885517	7227.5796558182046	47333.736000122342	6192.5162058298565	3394.7931730791765	3335.6106277517079	5795.6057358242988		0.40938926376490131	0.39852427099024362	0.41261374529183342	0.45216551809205296	89.151646646218055	0.00057488387665162249	0.000736585369586361	0.0018231297381727787	0.00030733035399431934	0.39374394538861973																																														
18	C2	5684.6522756300792	3170.0125006378207	3047.5406639266748	5237.6279652074054	42597.396944688291	46.492225016836969	13.080264840054362	15.219929747438339	38.661322867383006	292.30608168385095	6316.6835703161114	3522.525362178636	3386.4231939926667	5819.9791961721157	47333.736000122342	4668.9058913797417	2547.233805668161	2532.0383404558233	4388.00527617821		0.30866288951494431	0.29902690493655348	0.31321216396956619	0.34234638613000584	89.993735006630757	0.00065840474513923625	0.0011337366554543332	0.00098348971584471374	0.00042341127657425243	0.61754280643714676																																														
19	D2	5152.8890754945432	2870.4260753429894	2744.6885840012183	4730.5426774251164	42413.634740826157	11.951254024743831	4.9914848007694186	6.2265032369959536	13.298048778953222	58.67726000418314	5750.6370301081088	3203.4025479406678	3063.0784812974512	5279.29645430465	47333.736000122342	4102.859351171739	2228.1109914301928	2208.6936277606073	3847.3225343107438		0.27124136833519158	0.26156418470102677	0.27321454799620204	0.3001630314913793	89.605508301133327	0.00060966383517781187	0.00013508048227275858	0.00047112267156632889	0.0008792643900927625	0.12396498769393621																																														
20	E2	4556.0626810663753	2534.7001229110797	2435.1793973456993	4183.94634821939	41350.390495203384	33.412319535348026	17.848879488412205	14.565072466325107	19.583553644451886	99.4655365612101	5215.2835687336419	2901.4683951356924	2787.5345168230697	4789.3513267065855	47333.736000122342	3567.5058897972713	1926.1768386252174	1933.1496632862261	3357.37740671268		0.2358489765963129	0.22611928953396168	0.23912986610065157	0.26193815862128805	87.35923675049969	0.0018124704008577364	0.0022704682270152355	0.0014201530397153393	0.0012994438038990155	0.21013666988507165																																														
21	A3	5853.7180577746594	3254.4317020917679	3147.7423763750762	5430.68526136182	46411.048449693808	19.875459701879279	9.9382390583983362	7.4937891498689169	15.048747891132367	155.18340111126938	5970.1002024467562	3319.1417312504391	3210.335191844827	5538.6767112100715	47333.736000122342	4322.3225235103864	2343.8501747399646	2355.9503383079837	4106.7027912161657		0.28575015015519623	0.27515113132838087	0.29143014616968022	0.32039953714626385	98.0506766877093	0.00070851393634677954	0.0010044374247183503	0.0010408067851016708	0.0013762222666042604	0.327849466831369																																														
22	B3	6656.8625369570109	3698.3730822108605	3572.2226870302015	6138.1209352078331	46059.100703269847	9.40574694394041	8.4653702527272667	2.4724636439778633	2.6919033397057848	220.29612742521127	6841.1573571480849	3800.7828261106838	3671.1297436194182	6308.0740022966056	47333.736000122342	5193.3796782117142	2825.4912696002093	2816.7448900825748	4876.1000823027		0.343336022425439	0.33169232733709725	0.34843025410672035	0.38042689935834928	97.307131436130021	0.0015222773835348892	0.0024723690275275348	0.0019379628708698058	0.0021354577505101474	0.4654103944554282																																														
23	C3	5863.8742294084632	3270.287669478394	3146.1095275758757	5425.8121311851364	46585.987419840647	32.686163639966	13.867254265570763	15.530271744717501	23.225547963723944	117.02048753009647	5957.9882099515225	3322.7705649505551	3196.596432826248	5512.8852551103791	47333.736000122342	4310.2105310151519	2347.4790084400806	2342.2115792894042	4080.9113351164729		0.28494942238549226	0.27557713027180752	0.28973066698972	0.31838732174700374	98.4202629171723	0.001823043737548487	0.000798079610586967	0.0010920504393270684	0.00076929215771165242	0.24722427896032395																																														
24	D3	5713.5432242189027	3171.6007424128511	3065.2580421365165	5272.2283805561747	46298.4790265431	20.089551866240463	17.784351161148763	5.8759514917641127	7.7283724944401087	153.09708307005303	5841.3006301359192	3242.5047657483296	3133.8143906035084	5390.1411239500067	47333.736000122342	4193.5229511995485	2267.2132092378547	2279.4295370666646	3958.1672039561013		0.27723516846941126	0.26615450347787462	0.28196455263480352	0.30881098647011929	97.812855985894359	0.00043748752513701761	0.0010100884715973392	0.0010770874456172315	0.0008475416343900463	0.32344179016376406																																														
25	E3	5386.0117125930528	2991.3275906960357	2878.1678096335831	4957.6786455995789	46439.613495861449	9.7296224755968641	2.6483742293533714	2.5846142076956151	17.701446596943526	35.917051100093325	5489.7110060955229	3048.92080917133	2933.5843576895722	5053.1389205279274	47333.736000122342	3841.9333271591527	2073.6292526608554	2079.1995041527289	3621.1650005340211		0.25399146388325788	0.24342914106639069	0.25719617496111419	0.28251851889134683	98.111024863411217	0.00059346211372187751	7.831398060436978E-05	0.00053277185605247015	0.0016169917156971325	0.075880448316092058																																														
26	A4	4996.0230067390448	2775.6698055300621	2676.8651474224021	4615.059422653474	46063.165403697109	22.705904059369654	1.6101465707781371	2.8621659764232246	15.008418853093772	127.76890575054416	5133.8132951964	2852.2441884012342	2750.7104904348989	4742.353534222163	47333.736000122342	3486.0356162600297	1876.9526318907594	1896.3256368980551	3310.3796142282577		0.23046295027138594	0.22034072215039124	0.23457474827054989	0.25827145281751945	97.315718758346165	0.00063992723132631334	0.00080262134321431873	0.00059046087583952927	0.0001990850608717314	0.26993201160059532																																														
27	B4	5074.7707756251766	2813.4327613024088	2721.870525817536	4671.8580913183914	46071.528897644159	5.6382395251869495	3.9555312761273176	4.10301520552242	12.423071523985639	111.04635316836985	5213.8184804169441	2890.5162271632703	2796.4502993579772	4799.865262663513	47333.736000122342	3566.0408014805735	1915.2246706527956	1942.0654458211334	3367.8913426696072		0.23575211913039965	0.22483358388579897	0.24023274495387534	0.26275844204218474	97.333387961442725	0.00073267837487542775	0.000352901747363922	0.00089506674273782244	0.0011743544990248658	0.23460297570014815																																														
28	C4	4906.8104422312063	2722.4286456708514	2637.1405270251389	4547.8712813181073	45701.536319517625	20.120803791482992	12.153214278166631	6.3735607675376649	3.92557946535846	82.401067227216018	5082.0419007763685	2819.6493842672521	2731.333047133503	4710.3025007196647	47333.736000122342	3434.2642218399988	1844.3578277567772	1876.9481935966594	3278.3285807257585		0.22704032652019648	0.21651432687583527	0.23217776602440621	0.25577087344244881	96.551720150295139	0.00085657611216981733	0.0008832207793751858	0.0011832545858653743	0.00051781072899672838	0.17408528078025867																																														
29	D4	5234.20996337922	2899.9081671028525	2801.7142434422535	4823.5086380964849	45931.087525973271	33.974331553596	21.495388562216991	15.648936635142508	35.660573922744042	142.37153910817051	5394.015098639672	2988.4455927593654	2887.2600491224503	4970.7654336243286	47333.736000122342	3746.2374197033018	2013.1540362488906	2032.8751955856064	3538.7915136304227		0.24766497626554571	0.23632978617058265	0.25146587589775549	0.27609184805130266	97.036683362273678	0.0012075950555884027	0.0017504628385084122	0.00099614000871222	0.0016625873995077805	0.30078238301830107																																														
30	E4	4639.8879527950876	2565.2207829860786	2483.4963655874994	4313.0396472507136	46114.199378916353	25.155629634167955	9.41539140656676	16.034285529142974	22.292842135797574	273.61819025194723	4762.625631349827	2633.0871715956073	2549.169676123739	4427.1236089913509	47333.736000122342	3114.8479524134564	1657.7956150851328	1694.7848225868954	2995.1496889974451		0.20592361288899821	0.19461326663190395	0.209644227444699	0.23367762967681596	97.423536098644675	0.0011684508594716856	0.00089864288638232329	0.00017148880296074647	0.00083988012854621966	0.57806168152381654																																														
