				Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	
				matrix blank	STD0.05	STD0.08	STD0.12	STD0.2	STD0.75	STD2.25	matrix blank	0.4	0.2	0.15	0.1	0.05	matrix blank	
Raw.RawIntensityAverage	0	Fe 240.488 {140} (Axial)	Y [cps]	21.566473765339691	264.20520790379408	377.22055988881067	597.30716826771265	1008.7020325916661	3663.756299152376	11139.415769767671	70.6621814866018	4760.1816909202089	2366.1047452319085	1761.2736096864471	1309.4642909340666	622.43337106653621	32.723194829009344	
Raw.RawIntensityAverage	0	Sc 424.683 {79} (Axial)	Y [cps]	37988.583023765437	38347.16171833362	38343.344256513774	37954.156016078079	38741.551202402035	38545.024122527422	38352.497709885378	38451.831177285996	38670.2387051958	38236.678602324333	38474.831847342641	38173.965669863326	37907.873448443257	38092.669202788391	
Raw.RawIntensityAverage	0	Fe 259.940 {130} (Axial)	Y [cps]	36.971236400095073	368.02878932146086	520.46181455438466	813.68934915212219	1354.5310769469168	4861.9094786395408	14606.082374872267	82.417584081918378	6136.34326560593	3032.9412517383753	2262.68119572516	1682.9336422054487	791.56431969508083	42.665302463860563	
ISCorrectedIntensity	0	Fe 238.204 {141} (Axial)	Y [cps]	39.825443174435193	479.9152418745507	681.551690040864	1115.1637435199837	1831.4332395610318	6704.6740287601078	20514.550240020082	130.40326347134089	8670.0841465987978	4354.4937858759149	3247.7504456881311	2436.4892964834262	1147.4381006509259	60.021698393509745	
ISCorrectedIntensity	1	Fe 238.204 {141} (Axial)	Y [cps]		476.22212114728723	693.25288088090167	1112.1050083030896	1839.5263088611111	6686.15888067083	20430.076271116188	118.20719119401105	8663.48811775172	4352.0162549387878	3233.3778910319143	2441.3523975634207	1146.7522455294527	55.195223543820767	
ISCorrectedIntensity	2	Fe 238.204 {141} (Axial)	Y [cps]		487.41263190778005	697.59379860174761	1112.3080034370898	1837.9680288625284	6713.3780263562985	20511.833828832896	95.157145856302535	8678.2650654285553	4329.37877109448	3238.443198462418	2401.2155615390479	1145.3067895747304	54.235761523531991	
ISCorrectedIntensity	0	Fe 239.562 {141} (Axial)	Y [cps]	36.652247736980456	322.31093824437289	451.39172841151162	713.909277417576	1165.5071619259559	4216.7109777951209	12839.139176163475	93.288298213612038	5410.1481186659312	2706.7674133922314	2020.3088342111014	1522.9365698478432	720.27937639803883	47.933218083816264	
ISCorrectedIntensity	1	Fe 239.562 {141} (Axial)	Y [cps]		316.663767652556	444.6908882969808	721.53848527079	1165.8740003605376	4209.4555323646709	12763.199065929637	74.499675632711458	5396.0583190790467	2709.1063958991558	2020.7000224390574	1518.9138541393886	720.57613398632	46.098021693053731	
ISCorrectedIntensity	2	Fe 239.562 {141} (Axial)	Y [cps]		323.31616101539663	455.30797822987859	714.19253511927059	1167.0120292965155	4224.17714988593	12818.229138815686	80.620363724991037	5435.5576901530048	2702.6648517697395	2020.3236957464208	1512.7829007183907	719.88882222958478	45.474919738734762	
ISCorrectedIntensity	0	Fe 240.488 {140} (Axial)	Y [cps]	21.566030352930746	262.68694204298487	375.63436455304441	599.26008723847519	996.64640739186132	3610.9523541372018	11038.134497261748	81.697858935359818	4669.7314679717674	2359.64559314509	1740.7764238116229	1306.6339746023634	621.012283033441	35.61055325929425	
ISCorrectedIntensity	1	Fe 240.488 {140} (Axial)	Y [cps]		255.6119184517658	368.14204062539233	599.62307418518435	984.60269462950714	3613.1865995083913	11009.046813795563	65.735611156248268	4671.9932245121527	2346.5318532891761	1739.2369604739524	1308.6020996888346	628.60612803387244	32.50097245019721	
ISCorrectedIntensity	2	Fe 240.488 {140} (Axial)	Y [cps]		266.91629430330289	377.40333518615853	594.668539064348	986.06108059193537	3608.4553787051568	11053.886552438435	62.036093465913126	4687.1102744550171	2346.0437159474382	1737.0207363675192	1294.0499806587914	621.62857157689029	29.783952870374925	
ISCorrectedIntensity	0	Sc 424.683 {79} (Axial)	Y [cps]	37988.583023765437	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.583023765437	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	
ISCorrectedIntensity	1	Sc 424.683 {79} (Axial)	Y [cps]		37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.583023765437	37988.583023765437	37988.58302376543	37988.58302376543	37988.58302376543	37988.583023765437	37988.58302376543	
ISCorrectedIntensity	2	Sc 424.683 {79} (Axial)	Y [cps]		37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	
ISCorrectedIntensity	0	Fe 259.940 {130} (Axial)	Y [cps]	36.984973248170675	365.17732274446843	515.91142179725455	818.667556876346	1332.6825609962482	4795.65556330074	14453.66550524101	90.120148618969637	6035.4956660109665	3002.6492390729554	2240.0431433174017	1692.4504594856376	794.19971500577776	43.299266091278177	
ISCorrectedIntensity	1	Fe 259.940 {130} (Axial)	Y [cps]		356.69689001847809	510.74815408029934	815.08755291099817	1327.938129249417	4789.4696734587769	14434.148434739778	77.438806078480837	6016.874505443926	3012.9348097198522	2234.6539795073809	1678.6644615916568	792.84466393535229	38.519440538925636	
ISCorrectedIntensity	2	Fe 259.940 {130} (Axial)	Y [cps]		371.89877450266505	520.28129923044457	809.53012656333021	1324.0116109528788	4790.0366689034945	14514.683321024831	76.745809983151574	6032.1994118862167	3024.22126533104	2227.5274031520848	1653.0672087256914	792.714634535996	45.836491482224922	
ISCorrectedIntensity.Average	0	Fe 238.204 {141} (Axial)	Y [cps]	39.825443174435193	481.183331643206	690.7994565078377	1113.1922517533876	1836.3091924282237	6701.4036452624123	20485.486779989722	114.58920017388482	8670.6124432596916	4345.2962706363942	3239.8571783941543	2426.3524185286315	1146.4990452517029	56.4842278202875	
ISCorrectedIntensity.Average	0	Fe 239.562 {141} (Axial)	Y [cps]	36.652247736980456	320.76362230410848	450.46353164612367	716.54676593587885	1166.131063861003	4216.78122001524	12806.855793636267	82.802779190438173	5413.9213759659942	2706.1795536870422	2020.4441841321932	1518.2111082352076	720.24811087131445	46.502053171868255	
ISCorrectedIntensity.Average	0	Fe 240.488 {140} (Axial)	Y [cps]	21.566030352930746	261.73838493268454	373.72658012153175	597.85056682933589	989.10339420443461	3610.86477745025	11033.689287831916	69.823187852507075	4676.2783223129791	2350.7403874605679	1739.0113735510315	1303.0953516499965	623.74899421473458	32.631826193288795	
ISCorrectedIntensity.Average	0	Sc 424.683 {79} (Axial)	Y [cps]	37988.583023765437	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	37988.58302376543	
ISCorrectedIntensity.Average	0	Fe 259.940 {130} (Axial)	Y [cps]	36.984973248170675	364.59099575520383	515.64695836933276	814.42841211689154	1328.2107670661812	4791.7206352210042	14467.499087001874	81.434921560200678	6028.189861113703	3013.2684380412825	2234.0748419922888	1674.7273766009953	793.25300449237534	42.551732704142914	
BlankCorrectedIntensity	0	Fe 238.204 {141} (Axial)	Y [cps]	0	440.08979870011552	641.72624686642871	1075.3383003455485	1791.6077963865966	6664.8485855856725	20474.724796845647	90.5778202969057	8630.2587034243625	4314.66834270148	3207.9250025136957	2396.6638533089908	1107.6126574764908	20.196255219074551	
BlankCorrectedIntensity	1	Fe 238.204 {141} (Axial)	Y [cps]		436.39667797285205	653.42743770646643	1072.2795651286544	1799.700865686676	6646.3334374963943	20390.250827941753	78.381748019575852	8623.6626745772846	4312.1908117643525	3193.5524478574789	2401.5269543889854	1106.9268023550176	15.369780369385573	
BlankCorrectedIntensity	2	Fe 238.204 {141} (Axial)	Y [cps]		447.58718873334487	657.76835542731237	1072.4825602626547	1798.1425856880933	6673.5525831818632	20472.008385658461	55.331702681867341	8638.43962225412	4289.5533279200445	3198.6177552879826	2361.3901183646126	1105.4813464002953	14.410318349096798	
BlankCorrectedIntensity	0	Fe 239.562 {141} (Axial)	Y [cps]	0	285.65869050739241	414.73948067453114	677.25702968059556	1128.8549141889755	4180.05873005814	12802.486928426495	56.636050476631581	5373.49587092895	2670.1151656552511	1983.656586474121	1486.2843221108628	683.62712866105835	11.280970346835808	
BlankCorrectedIntensity	1	Fe 239.562 {141} (Axial)	Y [cps]		280.01151991557549	408.03864056000032	684.88623753380955	1129.2217526235572	4172.80328462769	12726.546818192657	37.847427895731	5359.4060713420658	2672.4541481621754	1984.047774702077	1482.2616064024082	683.92388624933949	9.4457739560732747	
BlankCorrectedIntensity	2	Fe 239.562 {141} (Axial)	Y [cps]		286.6639132784162	418.6557304928981	677.5402873822901	1130.3597815595351	4187.524902148949	12781.576891078706	43.968115988010581	5398.905442416024	2666.0126040327591	1983.6714480094404	1476.1306529814103	683.23657449260429	8.8226720017543059	
BlankCorrectedIntensity	0	Fe 240.488 {140} (Axial)	Y [cps]	0	241.12091169005413	354.06833420011367	577.69405688554446	975.08037703893058	3589.3863237842711	11016.568466908817	60.131828582429073	4648.1654376188362	2338.0795627921593	1719.2103934586921	1285.0679442494327	599.44625268051027	14.044522906363504	
BlankCorrectedIntensity	1	Fe 240.488 {140} (Axial)	Y [cps]		234.04588809883506	346.57601027246159	578.05704383225361	963.0366642765764	3591.6205691554605	10987.480783442632	44.169580803317523	4650.4271941592215	2324.9658229362453	1717.6709301210217	1287.0360693359039	607.0400976809417	10.934942097266465	
BlankCorrectedIntensity	2	Fe 240.488 {140} (Axial)	Y [cps]		245.35026395037215	355.83730483322779	573.10250871141727	964.49505023900463	3586.8893483522261	11032.320522085503	40.47006311298238	4665.5442441020859	2324.4776855945074	1715.4547060145885	1272.4839503058606	600.06254122395956	8.21792251744418	
BlankCorrectedIntensity	0	Sc 424.683 {79} (Axial)	Y [cps]															
BlankCorrectedIntensity	1	Sc 424.683 {79} (Axial)	Y [cps]															
BlankCorrectedIntensity	2	Sc 424.683 {79} (Axial)	Y [cps]															
BlankCorrectedIntensity	0	Fe 259.940 {130} (Axial)	Y [cps]	0	328.19234949629777	478.92644854908389	781.68258362817528	1295.6975877480775	4758.6705900525694	14416.680531992839	53.135175370798962	5998.5106927627958	2965.6642658247847	2203.058170069231	1655.4654862374668	757.214741757607	6.3142928431075021	
BlankCorrectedIntensity	1	Fe 259.940 {130} (Axial)	Y [cps]		319.71191677030743	473.76318083212868	778.10257966282745	1290.9531560012463	4752.4847002106062	14397.163461491607	40.453832830310162	5979.8895321957552	2975.9498364716815	2197.66900625921	1641.6794883434861	755.85969068718157	1.5344672907549608	
BlankCorrectedIntensity	2	Fe 259.940 {130} (Axial)	Y [cps]		334.91380125449439	483.29632598227391	772.5451533151595	1287.026637704708	4753.0516956553238	14477.698347776661	39.7608367349809	5995.214438638046	2987.2362920828691	2190.5424299039141	1616.0822354775207	755.72966128782525	8.8515182340542466	
BlankCorrectedIntensity.Average	0	Fe 238.204 {141} (Axial)	Y [cps]	0	441.3578884687708	650.97401333340247	1073.3668085789525	1796.4837492537888	6661.5782020879769	20445.661336815287	74.763756999449626	8630.7870000852563	4305.4708274619588	3200.0317352197189	2386.5269753541961	1106.6736020772678	16.658784645852307	
BlankCorrectedIntensity.Average	0	Fe 239.562 {141} (Axial)	Y [cps]	0	284.11137456712805	413.81128390914319	679.89451819889837	1129.4788161240226	4180.1289722782594	12770.203545899287	46.150531453457724	5377.2691282290134	2669.5273059500619	1983.7919363952128	1481.5588604982272	683.59586313433408	9.8498054348877968	
BlankCorrectedIntensity.Average	0	Fe 240.488 {140} (Axial)	Y [cps]	0	240.17235457975377	352.160549768601	576.28453647640515	967.53736385150387	3589.2987470973189	11012.123257478983	48.257157499576323	4654.7122919600479	2329.1743571076372	1717.4453431981008	1281.5293212970657	602.18296386180384	11.065795840358049	
